@relation adult-weka.filters.unsupervised.instance.Resample-S1-Z20.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z5.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute edu_num numeric
@attribute marital {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute cap_gain numeric
@attribute cap_loss numeric
@attribute hr_per_wk numeric
@attribute native {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
48,' Private',152953,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,32,' Dominican-Republic',' <=50K'
41,' Private',303510,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
26,' Private',98155,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Self-emp-not-inc',253914,' 1st-4th',2,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,35,' Mexico',' <=50K'
45,' Private',358886,' 12th',8,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',2407,0,50,' United-States',' <=50K'
40,' Private',223934,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,17,' United-States',' >50K'
42,' Private',154374,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
63,' Self-emp-not-inc',111306,' 7th-8th',4,' Widowed',' Farming-fishing',' Unmarried',' White',' Female',0,0,10,' United-States',' <=50K'
27,' Private',183627,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1977,50,' United-States',' >50K'
22,' Private',256504,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
63,' Private',176696,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
36,' Local-gov',101833,' Bachelors',13,' Separated',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',176123,' 10th',6,' Never-married',' Machine-op-inspct',' Other-relative',' Asian-Pac-Islander',' Male',0,0,40,' Vietnam',' <=50K'
40,' Private',170730,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
57,' Self-emp-not-inc',327901,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
50,' Private',200783,' 7th-8th',4,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
23,' Private',56774,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
76,' ?',164835,' HS-grad',9,' Widowed',' ?',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
47,' Private',169549,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
24,' Private',225515,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
23,' Private',179413,' HS-grad',9,' Never-married',' Craft-repair',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',111939,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
47,' Self-emp-not-inc',265097,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
54,' State-gov',312897,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,46,' England',' >50K'
56,' Self-emp-inc',165881,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
19,' Private',190817,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
20,' Private',115057,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
48,' Private',315423,' 5th-6th',3,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
18,' Private',115443,' 11th',7,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,25,' United-States',' <=50K'
31,' Self-emp-not-inc',145162,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' ?',' >50K'
28,' ?',196971,' Bachelors',13,' Never-married',' ?',' Not-in-family',' White',' Female',0,0,43,' United-States',' <=50K'
39,' Private',87556,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',6849,0,40,' United-States',' <=50K'
39,' Private',164733,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
45,' Private',213620,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
67,' Federal-gov',44774,' Bachelors',13,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
29,' State-gov',147256,' Assoc-acdm',12,' Never-married',' Prof-specialty',' Not-in-family',' Black',' Male',0,0,40,' United-States',' >50K'
29,' Federal-gov',31161,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' Other',' Female',0,0,40,' United-States',' <=50K'
65,' State-gov',326691,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,40,' United-States',' >50K'
22,' Private',215395,' HS-grad',9,' Never-married',' Transport-moving',' Not-in-family',' White',' Male',0,0,37,' United-States',' <=50K'
56,' Private',99359,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,1617,40,' United-States',' <=50K'
82,' Private',132870,' HS-grad',9,' Widowed',' Exec-managerial',' Not-in-family',' White',' Female',0,4356,18,' United-States',' <=50K'
37,' Private',188377,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
38,' Private',194538,' Assoc-voc',11,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,48,' United-States',' >50K'
29,' Private',161097,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,40,' United-States',' >50K'
48,' Private',330470,' Some-college',10,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
59,' State-gov',186308,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
19,' Private',224241,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
47,' Private',250170,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',0,0,40,' United-States',' >50K'
28,' Private',199998,' HS-grad',9,' Separated',' Other-service',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
35,' Private',243409,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' Germany',' <=50K'
36,' Federal-gov',930948,' Some-college',10,' Separated',' Adm-clerical',' Unmarried',' Black',' Female',6497,0,56,' United-States',' <=50K'
36,' Federal-gov',343052,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Wife',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Self-emp-not-inc',276456,' Assoc-acdm',12,' Married-civ-spouse',' Sales',' Husband',' White',' Male',3103,0,30,' United-States',' >50K'
50,' Private',99307,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',5013,0,45,' United-States',' <=50K'
29,' Private',53642,' Assoc-voc',11,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
38,' Private',81232,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' ?',' >50K'
27,' Private',157612,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
18,' State-gov',109445,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Male',0,0,25,' United-States',' <=50K'
53,' Federal-gov',170354,' Some-college',10,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
22,' Private',103277,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
29,' Private',109814,' Bachelors',13,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Private',237720,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,38,' United-States',' <=50K'
25,' Private',122756,' 11th',7,' Separated',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,35,' United-States',' <=50K'
45,' Local-gov',304973,' HS-grad',9,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,78,' United-States',' >50K'
51,' Self-emp-not-inc',136836,' Assoc-acdm',12,' Divorced',' Transport-moving',' Unmarried',' Black',' Female',0,0,30,' United-States',' <=50K'
31,' Self-emp-not-inc',325355,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Wife',' White',' Female',0,1902,40,' United-States',' >50K'
23,' Private',238092,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
33,' ?',160776,' Assoc-voc',11,' Divorced',' ?',' Not-in-family',' White',' Female',0,0,40,' France',' <=50K'
38,' Self-emp-not-inc',115215,' 10th',6,' Separated',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
37,' ?',102541,' Assoc-voc',11,' Married-civ-spouse',' ?',' Wife',' Amer-Indian-Eskimo',' Female',0,0,40,' United-States',' <=50K'
33,' Self-emp-not-inc',222162,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
26,' Private',248990,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
51,' Private',87205,' Bachelors',13,' Divorced',' Prof-specialty',' Unmarried',' White',' Female',0,0,55,' England',' <=50K'
18,' Private',294253,' HS-grad',9,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,27,' United-States',' <=50K'
19,' Private',271118,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,28,' United-States',' <=50K'
53,' Self-emp-not-inc',158284,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,70,' United-States',' <=50K'
41,' Private',104196,' Some-college',10,' Divorced',' Transport-moving',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
34,' Private',188736,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Other-relative',' Other',' Female',0,0,20,' Columbia',' <=50K'
40,' Federal-gov',112388,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',309350,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Local-gov',105540,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,2051,40,' United-States',' <=50K'
22,' Private',276494,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
34,' State-gov',171216,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
33,' Self-emp-not-inc',167476,' 11th',7,' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,7,' United-States',' <=50K'
23,' Private',199915,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
25,' Private',188507,' 7th-8th',4,' Never-married',' Machine-op-inspct',' Other-relative',' White',' Female',0,0,40,' Dominican-Republic',' <=50K'
55,' Private',176904,' 10th',6,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
58,' Private',238438,' Some-college',10,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,42,' United-States',' <=50K'
48,' State-gov',212954,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',15024,0,40,' United-States',' >50K'
43,' Private',184846,' HS-grad',9,' Widowed',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,60,' United-States',' <=50K'
35,' Private',347491,' Assoc-voc',11,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' State-gov',290677,' Masters',14,' Never-married',' Adm-clerical',' Not-in-family',' Black',' Female',0,0,20,' United-States',' <=50K'
27,' Local-gov',322208,' Some-college',10,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
20,' ?',34321,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
69,' Private',71489,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,25,' United-States',' <=50K'
31,' ?',85077,' Bachelors',13,' Married-civ-spouse',' ?',' Wife',' White',' Female',0,1902,20,' United-States',' >50K'
32,' Private',95885,' 11th',7,' Never-married',' Craft-repair',' Not-in-family',' Amer-Indian-Eskimo',' Male',13550,0,60,' United-States',' >50K'
32,' Private',286689,' Assoc-acdm',12,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,42,' United-States',' >50K'
37,' Self-emp-not-inc',120130,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
29,' Self-emp-inc',241431,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,35,' United-States',' >50K'
43,' Private',293176,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
23,' Private',217961,' Some-college',10,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,15,' United-States',' <=50K'
41,' Private',206948,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
21,' Private',129980,' 9th',5,' Never-married',' Transport-moving',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',289468,' 11th',7,' Widowed',' Other-service',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
20,' Private',33221,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
37,' Private',176967,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
41,' Local-gov',103759,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',3942,0,40,' United-States',' <=50K'
23,' Private',50953,' Some-college',10,' Never-married',' Priv-house-serv',' Own-child',' White',' Female',0,0,10,' United-States',' <=50K'
20,' Private',54012,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
47,' Private',27624,' Assoc-voc',11,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,55,' United-States',' <=50K'
42,' Self-emp-not-inc',30759,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
63,' Private',246841,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',154087,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
43,' Private',247880,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
19,' Private',167859,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
38,' Private',220783,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,20,' United-States',' <=50K'
52,' Private',128272,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,14,' United-States',' <=50K'
26,' Self-emp-not-inc',384276,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
24,' Private',228960,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
18,' ?',118847,' HS-grad',9,' Never-married',' ?',' Own-child',' White',' Female',0,0,24,' United-States',' <=50K'
21,' Private',48301,' Some-college',10,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',195394,' Assoc-acdm',12,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',7688,0,40,' United-States',' >50K'
37,' Self-emp-inc',196123,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,70,' United-States',' >50K'
22,' Private',197838,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',223212,' 7th-8th',4,' Never-married',' Handlers-cleaners',' Own-child',' White',' Male',0,0,50,' United-States',' <=50K'
52,' Private',194580,' 5th-6th',3,' Divorced',' Farming-fishing',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Self-emp-not-inc',199303,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',178815,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',8614,0,40,' United-States',' >50K'
63,' Local-gov',57674,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
31,' State-gov',124020,' Assoc-acdm',12,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
44,' Private',172032,' Assoc-voc',11,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',7298,0,51,' United-States',' >50K'
27,' Private',96219,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,45,' United-States',' <=50K'
52,' Private',155233,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
58,' Private',142924,' Masters',14,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,24,' United-States',' >50K'
27,' Private',91189,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',198316,' 10th',6,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
21,' Private',107895,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,35,' United-States',' <=50K'
45,' Private',223999,' 9th',5,' Married-civ-spouse',' Other-service',' Husband',' White',' Male',0,1848,40,' United-States',' >50K'
29,' State-gov',183285,' Some-college',10,' Never-married',' Protective-serv',' Not-in-family',' White',' Male',0,0,36,' United-States',' <=50K'
33,' Local-gov',368675,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
33,' Private',116508,' 10th',6,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
40,' ?',224361,' 9th',5,' Divorced',' ?',' Unmarried',' White',' Female',0,0,5,' Cuba',' <=50K'
32,' Private',198068,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',257043,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,42,' United-States',' <=50K'
63,' ?',222289,' Bachelors',13,' Married-civ-spouse',' ?',' Husband',' White',' Male',7688,0,54,' United-States',' >50K'
54,' Federal-gov',230387,' HS-grad',9,' Widowed',' Adm-clerical',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
30,' ?',147215,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
42,' Private',366180,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,55,' United-States',' >50K'
43,' Self-emp-not-inc',182217,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,35,' United-States',' <=50K'
56,' Private',116143,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',5178,0,44,' United-States',' >50K'
70,' Self-emp-not-inc',124449,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,2246,8,' United-States',' >50K'
30,' Private',235271,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
32,' Local-gov',177794,' Masters',14,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
45,' Private',197240,' 12th',8,' Married-civ-spouse',' Sales',' Husband',' White',' Male',7688,0,40,' United-States',' >50K'
58,' Self-emp-not-inc',140729,' Bachelors',13,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,35,' United-States',' <=50K'
22,' Private',71379,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
44,' Private',225263,' Some-college',10,' Divorced',' Sales',' Unmarried',' White',' Female',0,1408,46,' United-States',' <=50K'
35,' Private',334999,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
41,' Private',223548,' 1st-4th',2,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' Mexico',' <=50K'
48,' Private',64479,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' White',' Male',0,0,47,' United-States',' <=50K'
20,' Private',201799,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,13,' United-States',' <=50K'
45,' Self-emp-not-inc',152752,' Assoc-voc',11,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,3,' United-States',' <=50K'
44,' Private',237993,' Prof-school',15,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,45,' ?',' <=50K'
46,' Private',171095,' Assoc-acdm',12,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,38,' United-States',' <=50K'
47,' Private',323798,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',15024,0,55,' United-States',' >50K'
51,' Private',200450,' HS-grad',9,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,48,' United-States',' <=50K'
21,' Private',131473,' Some-college',10,' Never-married',' Sales',' Own-child',' Asian-Pac-Islander',' Male',0,0,20,' Vietnam',' <=50K'
19,' Private',278304,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
71,' Self-emp-not-inc',130436,' 1st-4th',2,' Divorced',' Craft-repair',' Not-in-family',' White',' Female',0,0,28,' United-States',' <=50K'
25,' Private',206600,' 12th',8,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' El-Salvador',' <=50K'
44,' Self-emp-inc',56651,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',7688,0,45,' United-States',' >50K'
30,' Private',149531,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
53,' Local-gov',99064,' 9th',5,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
32,' Private',440129,' Some-college',10,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,38,' Mexico',' <=50K'
30,' Private',216811,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' Amer-Indian-Eskimo',' Male',0,0,40,' United-States',' <=50K'
23,' Federal-gov',41356,' Assoc-acdm',12,' Never-married',' Exec-managerial',' Unmarried',' White',' Female',0,0,32,' United-States',' <=50K'
29,' Private',253262,' Some-college',10,' Never-married',' Craft-repair',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',59202,' HS-grad',9,' Never-married',' Priv-house-serv',' Other-relative',' White',' Female',0,0,10,' United-States',' <=50K'
33,' Private',258932,' HS-grad',9,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
43,' Self-emp-inc',34218,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Private',266860,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',15024,0,50,' United-States',' >50K'
68,' Private',192829,' Assoc-acdm',12,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,43,' United-States',' <=50K'
50,' Self-emp-not-inc',163948,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
40,' Self-emp-not-inc',111971,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,30,' United-States',' <=50K'
43,' Private',52498,' HS-grad',9,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,40,' United-States',' >50K'
32,' Private',159187,' Assoc-voc',11,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',323069,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
57,' Private',167864,' Assoc-voc',11,' Widowed',' Prof-specialty',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
53,' Self-emp-inc',137815,' Some-college',10,' Widowed',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' >50K'
29,' Local-gov',195520,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',335168,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
