@relation adult-weka.filters.unsupervised.instance.Resample-S1-Z20.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z5.0-no-replacement-weka.filters.unsupervised.instance.Resample-S1-Z30.0-no-replacement

@attribute age numeric
@attribute ' workclass' {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' ?',' Self-emp-inc',' Without-pay',' Never-worked'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' Assoc-voc',' 7th-8th',' Doctorate',' Prof-school',' 5th-6th',' 10th',' 1st-4th',' Preschool',' 12th'}
@attribute edu_num numeric
@attribute marital {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Craft-repair',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' ?',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute cap_gain numeric
@attribute cap_loss numeric
@attribute hr_per_wk numeric
@attribute native {' United-States',' Cuba',' Jamaica',' India',' ?',' Mexico',' South',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Italy',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' China',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute class {' <=50K',' >50K'}

@data
20,' Private',218962,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
29,' Local-gov',181282,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
20,' ?',95989,' Some-college',10,' Never-married',' ?',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
39,' Private',175681,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',0,0,60,' ?',' <=50K'
39,' Private',139012,' Bachelors',13,' Married-civ-spouse',' Adm-clerical',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' Philippines',' >50K'
32,' Self-emp-not-inc',420895,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,47,' United-States',' <=50K'
36,' State-gov',179488,' Bachelors',13,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',7298,0,55,' United-States',' >50K'
50,' Private',176157,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
43,' Local-gov',34640,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' Other',' Male',0,1887,40,' United-States',' >50K'
35,' Local-gov',116960,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
62,' Self-emp-not-inc',26857,' 7th-8th',4,' Widowed',' Farming-fishing',' Other-relative',' White',' Female',0,0,35,' United-States',' <=50K'
26,' Private',473625,' HS-grad',9,' Married-civ-spouse',' Other-service',' Wife',' White',' Female',0,0,30,' United-States',' <=50K'
45,' Self-emp-not-inc',31478,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',2829,0,60,' United-States',' <=50K'
29,' Self-emp-inc',124950,' Bachelors',13,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',119655,' 12th',8,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,12,' United-States',' <=50K'
18,' Private',180039,' 12th',8,' Never-married',' Sales',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
31,' Private',188246,' Assoc-acdm',12,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,50,' United-States',' >50K'
32,' Private',108256,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
58,' Private',151910,' HS-grad',9,' Widowed',' Adm-clerical',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
