@relation yeast-weka.filters.unsupervised.attribute.Remove-R1_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A9-N200-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
0.005322,0.003526,-0.031905,-0.007106,0.001631,0.017871,0.020061,0.022749,NUC
0.028349,0.011744,0.042108,-0.014857,-0.000328,0.024382,-0.007181,-0.022895,CYT
0.033913,-0.016346,-0.005387,-0.010556,-0.005388,0.027784,-0.002058,-0.00217,CYT
0.033605,0.013054,-0.024642,-0.010005,-0.014067,0.018945,0.012007,0.027684,CYT
0.029706,0.021598,-0.089161,-0.026133,-0.002477,0.013984,-0.011552,0.031066,NUC
0.019961,0.034349,-0.016452,-0.024927,0.001906,0.003473,0.001267,-0.000085,NUC
0.030116,-0.010393,-0.020557,-0.009612,-0.011983,0.001434,0.025016,0.011031,CYT
-0.005855,-0.030785,-0.011984,-0.001716,0.015061,0.039871,0.010467,0.000579,EXC
-0.01857,0.01515,-0.050339,-0.03298,0.039909,0.029274,-0.02825,-0.020881,EXC
-0.004589,0.026142,-0.018468,-0.032467,0.029755,0.023072,-0.026104,-0.027187,EXC
-0.021461,-0.011044,-0.025505,-0.020075,0.018502,-0.045624,0.05504,-0.023706,MIT
-0.008987,0.028726,0.021952,-0.022291,0.017419,-0.010836,0.018137,-0.028444,MIT
-0.011928,-0.001236,-0.011676,-0.01518,0.014708,-0.014889,0.032529,-0.01428,MIT
0.007895,0.028719,0.007769,-0.012471,0.00337,0.018473,0.010564,0.005796,NUC
0.018717,-0.002518,0.031926,0.00292,-0.010008,0.01976,0.025404,0.006849,NUC
-0.000498,-0.029551,-0.005038,0.004029,0.008968,0.047244,0.007899,0.008433,NUC
-0.003591,-0.003196,-0.002378,-0.01707,0.009187,-0.033741,0.034488,-0.02638,MIT
0.024503,0.029828,0.009942,-0.022885,0.002613,0.016241,-0.009561,-0.012105,MIT
0.028168,0.018879,-0.051732,-0.040998,-0.001465,-0.062228,0.02087,-0.0246,MIT
0.006676,0.02996,0.022887,-0.014462,0.01061,0.033523,-0.010052,-0.008181,NUC
0.00266,0.00704,-0.028975,-0.006676,0.006225,0.036404,0.008733,0.024867,CYT
-0.063342,-0.045252,0.024327,-0.219322,-0.174115,0.053808,-0.022332,0.02183,POX
0.03991,0.005536,0.005057,-0.044143,0.008859,-0.021935,-0.022739,-0.065511,ME2
0.02449,0.008848,0.036668,-0.03099,0.015377,0.013986,-0.028903,-0.057869,ME2
-0.005624,0.023233,0.059968,-0.022492,0.030577,0.039511,-0.031035,-0.053409,ME2
-0.011665,-0.007917,0.005707,-0.010812,0.026442,0.046954,-0.012728,-0.017949,MIT
0.011402,-0.001753,0.02441,-0.016133,0.009549,0.008767,0.001018,-0.031462,NUC
0.016875,-0.025048,-0.069933,-0.041305,0.009445,-0.072552,0.029258,-0.043829,MIT
0.027234,0.011608,0.008408,-0.023268,0.004808,0.018247,-0.014621,-0.02234,MIT
0.010805,0.001024,0.033816,0.005824,-0.006784,0.028171,0.027089,0.012753,NUC
-0.001802,0.016049,-0.019049,-0.024704,0.016776,-0.001417,0.007781,-0.015404,MIT
0.014369,-0.022738,-0.003073,-0.014165,-0.000015,-0.021751,0.03586,-0.020621,MIT
-0.006202,-0.015931,0.005701,-0.010765,0.015245,0.007496,0.021173,-0.020007,MIT
0.014003,0.016897,-0.022258,-0.010564,-0.003309,0.013743,0.01921,0.021901,MIT
-0.023862,-0.001044,0.015205,-0.005252,0.021715,0.022327,0.026186,-0.008,MIT
-0.007049,0.009075,-0.006544,-0.011821,0.012194,0.009876,0.021535,-0.000426,MIT
0.008272,-0.017974,-0.029246,-0.027002,0.00852,-0.043481,0.034136,-0.0323,MIT
-0.020162,0.003465,-0.008744,-0.008313,0.016256,0.003887,0.035187,0.001272,MIT
-0.104623,-0.029385,0.035857,-0.222531,-0.151107,0.039471,-0.008313,0.006028,MIT
-0.009738,0.018858,0.015287,0.003161,0.003151,0.027206,0.034889,0.024677,MIT
-0.032639,0.004933,-0.027375,-0.019569,0.029514,-0.013054,0.030807,-0.015902,MIT
-0.009104,0.003008,0.014011,-0.007288,0.012864,0.015877,0.022749,-0.006563,MIT
0.01322,-0.039776,-0.037398,-0.016488,0.009691,0.003615,0.008086,-0.018384,MIT
-0.011091,0.031429,0.009033,-0.01067,0.0033,-0.021249,0.055326,0.007189,MIT
-0.021469,-0.001947,-0.016796,-0.004406,0.013649,0.003034,0.042543,0.010067,MIT
-0.020648,-0.027073,-0.026089,-0.01215,0.030317,0.032092,0.004755,-0.014376,MIT
0.001495,-0.002055,-0.029173,-0.018288,0.017371,0.026625,-0.005593,-0.005773,MIT
-0.0082,0.012395,-0.019392,-0.018301,0.017014,0.006928,0.01356,-0.005437,MIT
-0.003906,0.026832,-0.017487,-0.018499,0.017417,0.029811,-0.005475,0.002999,MIT
-0.023771,-0.007166,-0.01418,-0.015941,0.02477,-0.007932,0.028987,-0.02038,MIT
-0.013607,0.010742,0.013229,-0.004794,0.017588,0.041351,0.007627,0.002639,MIT
0.007752,-0.020979,-0.001519,-0.010058,0.001393,-0.015001,0.03918,-0.013461,MIT
-0.013165,0.011308,-0.01293,-0.013251,0.015161,0.00409,0.025733,-0.000267,MIT
-0.008942,-0.00144,-0.017875,-0.024953,0.02411,-0.002855,0.007551,-0.029237,MIT
-0.014371,-0.002701,-0.01081,-0.010424,0.01919,0.018577,0.015669,-0.00491,MIT
-0.012908,0.011534,-0.004711,-0.019673,0.018353,-0.011369,0.024585,-0.019231,MIT
-0.0194,-0.002356,-0.001491,-0.022609,0.028358,-0.008517,0.015742,-0.03766,MIT
0.019627,0.002692,-0.026645,-0.019566,-0.003285,-0.018721,0.027408,-0.002009,MIT
-0.000429,-0.009444,-0.004237,-0.024947,0.018623,-0.015762,0.012305,-0.0406,MIT
-0.002492,0.005888,0.023519,-0.01661,0.015823,0.006582,0.011262,-0.028426,MIT
0.011077,0.012594,-0.008094,-0.034294,0.009209,-0.048531,0.022955,-0.042176,MIT
0.023831,0.017066,-0.022574,-0.018394,0.003196,0.035907,-0.016272,0.008047,MIT
0.046695,0.023978,-0.057871,-0.025064,-0.012634,0.014663,-0.010878,0.024366,MIT
0.033098,0.004553,-0.015111,-0.038472,0.019386,0.035534,-0.057978,-0.044459,ME1
0.011572,0.014564,-0.00876,-0.022363,0.004612,-0.015734,0.017041,-0.015176,MIT
0.016109,-0.01527,0.033696,-0.005559,-0.000768,0.01093,0.021563,-0.017907,MIT
0.017584,-0.021418,0.012273,-0.023818,0.007539,-0.024157,0.017761,-0.048428,MIT
0.052316,0.005874,0.008435,-0.012149,-0.02314,0.003048,0.011141,0.003795,NUC
0.020206,0.026376,-0.012723,-0.020568,-0.000075,0.00669,0.005414,0.002436,NUC
0.030369,0.005034,0.024721,-0.024499,-0.003067,-0.023159,0.015437,-0.037277,NUC
0.011579,-0.003443,-0.015791,-0.030682,0.009421,-0.039127,0.023413,-0.038117,MIT
0.007492,-0.005845,0.002466,-0.018949,0.009526,-0.007097,0.017141,-0.025807,MIT
-0.01666,-0.023653,0.005,0.004736,0.01943,0.057012,0.007758,0.005294,NUC
-0.002278,0.016243,0.027597,-0.000478,0.005782,0.036243,0.01474,0.009005,NUC
-0.009655,0.024352,-0.020663,-0.008767,0.008919,0.012529,0.020842,0.018727,NUC
0.008651,0.034291,0.004581,-0.022227,0.009604,0.012359,-0.001067,-0.009434,MIT
0.010303,-0.009641,0.003413,-0.011159,0.004992,0.010258,0.016058,-0.011066,MIT
-0.01022,0.015859,-0.009189,-0.032203,0.018289,-0.052144,0.037387,-0.039601,MIT
0.009999,0.020133,0.002234,-0.030518,0.011571,-0.020545,0.009451,-0.034152,MIT
-0.008054,0.015496,0.020698,-0.005931,0.01638,0.047514,-0.000889,0.000405,MIT
-0.000951,-0.000384,-0.008479,-0.01915,0.01497,0.000827,0.013233,-0.019136,MIT
-0.003576,-0.00875,-0.017869,-0.020621,0.008562,-0.044378,0.049265,-0.022746,MIT
0.015846,0.00517,-0.015156,-0.018517,0.000775,-0.007968,0.020174,-0.005839,MIT
0.011496,0.014968,0.044629,-0.01085,0.00424,0.018034,0.00907,-0.018497,CYT
0.012437,0.024175,0.010464,-0.005175,-0.003682,0.026644,0.016619,0.018943,MIT
0.003245,-0.019277,-0.008752,-0.007496,0.009684,0.020034,0.009342,-0.007408,NUC
0.028103,-0.015095,0.02396,-0.003357,-0.007225,0.026905,0.01086,-0.004152,NUC
0.027491,-0.008158,0.052262,-0.01244,0.003708,0.032039,-0.012378,-0.035759,CYT
0.06398,-0.092765,0.101775,-0.120114,0.143776,-0.034853,-0.044391,0.128336,CYT
0.023025,-0.005458,0.017879,-0.005745,-0.004169,0.024831,0.009147,-0.002272,CYT
0.040092,-0.042458,-0.045098,-0.017322,0.002081,0.040529,-0.026475,-0.008371,EXC
0.00791,0.037588,0.008368,-0.017075,0.00439,0.008496,0.008653,-0.000443,NUC
0.018874,0.016749,-0.0332,-0.019188,0.003722,0.024449,-0.006173,0.010772,EXC
0.031656,-0.006341,-0.01887,-0.045013,0.02651,0.02825,-0.064928,-0.06345,ME1
0.070271,-0.023369,0.040201,-0.019235,-0.016212,0.021987,-0.02528,-0.040656,ME3
0.013387,-0.003405,-0.034858,-0.013829,0.007887,0.036004,-0.00721,0.009475,CYT
0.009617,-0.035396,-0.046525,-0.016765,0.021569,0.0524,-0.030063,-0.011291,NUC
0.00046,-0.038169,0.021705,0.005389,0.008379,0.04188,0.017063,-0.005866,NUC
0.001337,0.009092,0.01026,-0.016079,0.007764,-0.010177,0.027473,-0.016715,MIT
-0.004551,0.004164,0.00675,-0.020916,0.017643,-0.006318,0.014428,-0.030511,MIT
0.042992,-0.01997,0.010302,-0.007479,-0.01135,0.031474,-0.002915,-0.004046,CYT
0.011432,-0.008151,-0.02971,-0.014997,0.000615,-0.012244,0.02962,-0.000007,MIT
0.016674,-0.011811,0.002485,-0.0052,-0.004294,0.01019,0.026076,0.002809,NUC
-0.000701,0.00663,0.035475,-0.010024,0.005251,-0.012591,0.034946,-0.021914,CYT
0.027474,-0.002076,0.004348,-0.033869,0.008463,-0.020518,-0.005526,-0.052319,CYT
-0.00986,0.046602,0.013535,-0.018168,0.022966,0.04567,-0.017673,-0.003584,ME2
0.053074,0.001784,-0.004602,-0.027456,-0.0097,-0.000143,-0.015444,-0.024516,NUC
0.018866,0.015565,-0.028029,-0.020562,0.001015,0.001845,0.005774,0.002142,NUC
0.010479,0.020863,-0.016894,-0.028575,0.006675,-0.02727,0.019271,-0.019215,MIT
0.004022,0.00743,-0.013661,-0.026549,0.007504,-0.044149,0.035613,-0.027179,NUC
0.024562,-0.006793,-0.013837,-0.008215,-0.009916,-0.002876,0.023188,0.006347,NUC
0.034601,0.030182,0.016158,-0.008926,-0.019492,0.003713,0.026047,0.017999,NUC
-0.020945,-0.003146,0.002272,0.003657,0.007883,0.006132,0.05238,0.015668,NUC
0.021144,-0.022958,-0.051275,0.007155,-0.018613,0.017484,0.044138,0.053465,NUC
0.047515,0.013166,-0.000808,-0.016389,-0.016166,0.011602,-0.001012,0.003206,NUC
0.015209,0.049114,0.014285,-0.011352,-0.008667,0.003709,0.026692,0.019395,CYT
0.048857,-0.004601,-0.006709,-0.017895,-0.015612,0.000916,0.005776,-0.005853,CYT
0.027143,0.00021,0.039579,-0.000666,-0.013836,0.012296,0.026878,0.000745,NUC
0.016375,0.008123,0.018432,-0.008113,-0.000186,0.024874,0.007742,-0.001209,CYT
0.023045,0.00136,-0.003737,-0.008536,-0.009223,0.002569,0.026202,0.008397,NUC
0.003927,-0.001046,0.04559,-0.000936,-0.002159,-0.006538,0.038576,-0.014254,NUC
0.0242,0.010431,-0.013701,-0.00245,-0.014624,0.009673,0.020179,0.026306,NUC
0.010524,-0.036256,0.055897,0.002978,0.003976,0.029184,0.016112,-0.027633,NUC
-0.004987,-0.003923,0.018416,0.005202,0.004837,0.037182,0.025179,0.014279,NUC
-0.05383,0.049421,0.053459,-0.018137,0.040862,-0.002699,0.028291,-0.036836,NUC
0.030434,0.044915,-0.022374,-0.009902,-0.022648,-0.004447,0.034836,0.044259,NUC
0.023526,-0.011511,0.008728,-0.001648,-0.012438,0.006026,0.034577,0.009068,CYT
-0.006815,0.034995,-0.003144,-0.02521,0.023529,0.020351,-0.013736,-0.017378,MIT
0.021024,0.002732,0.007389,-0.007036,-0.002204,0.028827,0.000192,0.00255,NUC
0.015319,0.003709,0.047626,-0.003745,0.000117,0.030899,0.009483,-0.010491,NUC
0.013341,0.020093,-0.044118,-0.026333,0.015588,0.03752,-0.028436,0.001981,NUC
-0.009386,0.002527,0.007071,-0.009385,0.006508,-0.026831,0.044349,-0.013199,NUC
-0.045876,0.026194,0.029643,-0.012049,0.046123,0.057045,-0.01322,-0.022124,NUC
-0.038389,-0.004398,0.006885,-0.022196,0.050689,0.036482,-0.020205,-0.048616,NUC
0.003337,0.022126,0.03391,-0.017657,0.016072,0.027706,-0.00954,-0.025509,NUC
0.021362,0.012579,0.006062,-0.003115,-0.019392,-0.019057,0.054355,0.020218,NUC
0.065813,-0.06176,0.080367,-0.125064,0.150195,0.007326,-0.084228,0.149051,NUC
-0.009318,0.008637,0.031237,-0.034548,0.033841,-0.009885,-0.010586,-0.073114,ME2
0.052326,-0.013618,0.038079,-0.009689,-0.01348,0.034402,-0.01307,-0.018053,ME2
0.022746,0.069138,0.039154,-0.028654,0.006301,0.024677,-0.02517,-0.017769,MIT
0.064445,0.031506,0.007023,-0.029158,-0.016259,0.015565,-0.027685,-0.011632,MIT
-0.041974,0.0196,-0.028369,-0.020466,0.040307,0.016601,0.006361,-0.011618,MIT
0.010935,0.012247,-0.011536,-0.008458,-0.002315,0.012141,0.023563,0.016682,MIT
-0.006107,-0.040025,-0.021475,-0.007011,0.02667,0.063832,-0.020228,-0.011177,NUC
0.032379,0.002491,0.010892,-0.016124,-0.003723,0.016965,-0.002276,-0.012402,ME3
0.029995,-0.007725,0.00889,-0.001009,-0.010154,0.032221,0.001026,0.00858,NUC
0.040306,-0.014147,-0.000722,-0.004585,-0.016494,0.016554,0.009069,0.007002,NUC
0.016891,0.018246,0.050536,0.002887,-0.012695,0.016638,0.035202,0.011318,MIT
0.028516,0.034786,0.019908,-0.032074,0.011622,0.028728,-0.038666,-0.033448,ME2
-0.089385,-0.042693,0.086416,-0.203907,-0.166866,0.064978,-0.00326,0.014057,POX
0.030546,-0.007885,-0.028314,-0.005353,-0.01333,0.018241,0.018632,0.025689,CYT
-0.014046,-0.032575,0.030509,-0.001128,0.03068,0.073504,-0.023265,-0.027459,CYT
0.002053,0.014722,0.016948,-0.016117,0.014672,0.023011,-0.003378,-0.018243,NUC
0.008825,0.006692,0.015503,-0.015633,0.008758,0.012835,0.006564,-0.018086,CYT
0.011429,0.005857,-0.001784,-0.009221,0.004483,0.032554,0.002937,0.005747,POX
-0.001985,0.019655,0.011909,-0.007003,0.002961,0.005689,0.032939,0.007374,POX
0.00464,-0.027138,-0.00883,-0.030207,0.028534,0.008047,-0.019304,-0.057991,POX
0.001114,0.0019,-0.01134,-0.011728,0.009782,0.017468,0.013303,0.000445,POX
0.001357,0.048909,0.013274,-0.006083,-0.005702,0.002111,0.040641,0.027283,CYT
0.051957,0.006594,0.026961,-0.019166,-0.008671,0.03314,-0.026366,-0.020046,ME3
-0.009774,0.012398,-0.000514,-0.024486,0.018658,-0.022585,0.024164,-0.030563,MIT
-0.001112,-0.003651,-0.013001,-0.029408,0.012792,-0.053869,0.04042,-0.040658,MIT
0.011691,0.000573,0.009127,-0.00612,0.003296,0.032502,0.004702,0.001898,CYT
-0.000416,0.016208,0.009615,-0.009019,0.006296,0.014151,0.0214,0.002667,CYT
0.027255,-0.005001,0.017226,-0.010619,-0.001097,0.029169,-0.005268,-0.011357,CYT
0.013768,0.004256,0.014442,-0.009556,0.004233,0.030321,0.002087,-0.004471,CYT
0.017714,0.02965,-0.005506,-0.014114,0.001773,0.035892,-0.007031,0.013508,CYT
0.039477,0.013186,-0.023734,-0.013253,-0.01247,0.02736,-0.003281,0.021487,CYT
0.069269,-0.014373,0.045729,-0.148393,0.144949,-0.059249,-0.063295,0.148154,ERL
0.045158,-0.001779,0.022431,-0.00692,-0.02013,0.008736,0.014187,-0.000079,NUC
0.008883,-0.005791,0.028179,-0.02233,0.013892,-0.008292,0.005043,-0.049288,NUC
0.058281,-0.003478,0.014663,-0.014459,-0.017291,0.025864,-0.016053,-0.009001,ME3
0.010169,0.005555,-0.003272,-0.000068,-0.004933,0.026557,0.025742,0.025808,NUC
0.002332,0.028963,-0.025333,-0.02115,0.002322,-0.027476,0.038164,0.004869,MIT
0.051517,0.047321,-0.025867,-0.046723,0.004201,0.016974,-0.057582,-0.02634,ME1
0.096265,-0.062344,-0.00274,-0.020395,-0.025203,0.030082,-0.040013,-0.035104,VAC
0.019968,0.018701,0.023351,-0.012311,-0.001921,0.016444,0.008533,-0.004922,VAC
-0.016065,0.071884,-0.028594,-0.031043,0.025571,0.016784,-0.010689,0.005436,VAC
0.034172,0.013818,0.014135,-0.018272,-0.008071,0.001109,0.007944,-0.011473,VAC
0.015299,0.004836,0.022684,-0.000573,-0.006326,0.023847,0.023679,0.011036,VAC
-0.022115,0.036415,0.033489,-0.011123,0.019145,0.011349,0.022705,-0.009979,NUC
0.002436,-0.026027,0.036203,-0.012073,0.011078,-0.011512,0.026526,-0.04512,MIT
0.025927,-0.003991,-0.009546,-0.023288,-0.000288,-0.015242,0.012465,-0.02268,MIT
0.005224,-0.002229,0.009554,-0.027545,0.026552,0.025514,-0.028108,-0.047549,MIT
0.006773,-0.030357,-0.057781,-0.026628,0.023472,0.019146,-0.017165,-0.023352,MIT
-0.005468,0.019141,0.00704,-0.01016,0.005318,-0.006844,0.036468,0.000947,MIT
0.013843,-0.002672,0.017865,0.006327,-0.014807,0.00598,0.049316,0.022483,MIT
-0.012246,0.007212,0.014507,-0.006424,0.017192,0.033286,0.010601,-0.003346,MIT
-0.030316,-0.025122,0.017706,-0.144861,-0.101626,0.021047,-0.009752,-0.005416,MIT
0.004442,-0.019921,-0.016916,-0.031803,0.021413,-0.02349,0.005132,-0.053033,MIT
-0.006081,0.021242,-0.025373,-0.012081,0.009421,0.013901,0.020684,0.017328,MIT
0.010878,0.011012,0.016252,-0.012313,0.007271,0.02796,-0.001567,-0.008985,CYT
0.001419,0.00151,0.033558,-0.012783,0.014756,0.021509,0.002257,-0.028106,CYT
0.079727,-0.073387,0.104865,-0.116967,0.127973,-0.036545,-0.0399,0.148508,CYT
-0.00223,-0.02972,-0.028486,-0.003353,0.015688,0.0511,-0.001217,0.008056,CYT
0.012356,-0.044074,-0.030219,-0.006053,0.008613,0.032536,-0.002707,-0.005286,NUC
0.014702,0.004818,0.005428,-0.009981,0.000292,0.016683,0.013631,0.000343,CYT
0.025289,0.024378,0.035115,-0.010213,-0.008086,0.013226,0.01391,-0.002103,CYT
0.020363,0.021143,0.013004,-0.008609,-0.007762,0.012277,0.020291,0.010525,CYT
0.030236,0.013155,0.014672,-0.000498,-0.02099,0.008114,0.03628,0.025044,CYT
-0.002104,-0.015823,-0.010321,-0.007395,0.012574,0.025765,0.01274,-0.002456,NUC
-0.000371,0.031363,-0.017192,-0.028679,0.023078,0.023743,-0.021086,-0.016054,EXC
-0.000649,0.027912,-0.018846,-0.028539,0.023981,0.025444,-0.022498,-0.01699,EXC
0.037452,0.023048,-0.033631,-0.016241,-0.013329,0.016343,0.003765,0.026478,CYT
0.002171,0.035447,-0.00899,-0.029841,0.023184,0.02759,-0.025918,-0.019334,EXC
0.00559,0.000342,0.005499,-0.004716,0.002294,0.019494,0.021503,0.005949,NUC
-0.000957,0.034045,-0.022556,-0.029358,0.023397,0.025111,-0.021244,-0.012339,EXC
0.077749,0.01527,-0.060368,-0.038546,-0.021668,-0.00859,-0.029419,-0.002883,ME3
0.035061,0.015754,0.012375,-0.018039,-0.004091,0.022646,-0.012176,-0.009804,NUC
0.061371,-0.006342,0.019506,-0.015799,-0.019918,0.014048,-0.00853,-0.014797,ME3
0.017358,-0.011694,0.013781,-0.000298,-0.003053,0.035051,0.013039,0.007215,NUC
0.069963,-0.013388,0.052851,-0.009135,-0.029492,0.007871,0.003864,-0.021137,ME3
-0.01082,-0.012266,0.004428,-0.013723,0.015572,-0.013623,0.033609,-0.02541,NUC
-0.002452,0.00908,-0.017183,-0.031887,0.017631,-0.0382,0.020219,-0.038502,MIT
0.034162,-0.007502,0.029305,-0.009366,-0.007463,0.016735,0.000391,-0.017356,NUC
-0.001062,-0.001836,-0.019804,-0.031667,0.011177,-0.069281,0.046296,-0.042452,MIT
-0.00753,-0.020334,-0.056072,-0.029704,0.041294,0.053619,-0.048681,-0.028986,EXC
-0.012093,-0.047962,-0.0557,-0.024941,0.045856,0.060607,-0.048242,-0.036981,EXC
-0.009345,-0.020597,-0.043137,-0.026721,0.040721,0.054852,-0.044966,-0.030556,EXC
0.027198,0.00833,-0.026315,-0.019743,-0.000708,0.01643,-0.00359,0.002942,ME3
0.009667,0.041011,0.008688,-0.030827,0.018964,0.023907,-0.02695,-0.025969,ME1
0.065602,-0.005906,0.001739,-0.032186,-0.011336,-0.002617,-0.02804,-0.040375,ME3
0.096412,-0.005995,-0.009082,-0.022658,-0.037331,0.009302,-0.023659,-0.004466,ME3
0.065713,-0.015924,0.038799,-0.01384,-0.019731,0.021716,-0.015381,-0.026228,VAC
0.0068,0.031852,0.01292,-0.012377,0.00354,0.018029,0.012053,0.005081,CYT
0.01981,-0.045049,0.005091,-0.043308,0.046307,0.054711,-0.089109,-0.100222,ME2
0.013011,-0.029856,0.011162,-0.043898,0.046581,0.044944,-0.079334,-0.097635,ME2
0.059748,0.002291,0.03928,-0.016838,-0.018652,0.010057,-0.010274,-0.024824,ME3
0.078279,-0.007624,0.020301,-0.02181,-0.024288,0.013269,-0.022856,-0.024332,ME3
0.031611,0.000924,-0.006324,-0.007334,-0.010129,0.026136,0.005389,0.013772,NUC
0.061102,-0.00366,0.001143,-0.017787,-0.019395,0.015128,-0.010329,-0.006724,ME3
0.075538,-0.021349,-0.007757,-0.020304,-0.026866,-0.000493,-0.005532,-0.013586,ME3
0.016616,0.02183,0.013031,-0.011342,-0.002133,0.016032,0.012673,0.003962,NUC
0.02199,-0.00601,0.007097,-0.001957,-0.008185,0.023109,0.018914,0.011384,NUC
0.021855,0.006367,0.003855,-0.01271,0.003094,0.036597,-0.01248,-0.003213,NUC
0.030801,0.00253,-0.005588,-0.011882,-0.010769,0.001752,0.015912,0.003365,NUC
0.041655,-0.01605,-0.002775,-0.005931,-0.01953,0.004164,0.023595,0.007921,NUC
0.026214,0.0543,-0.034162,-0.021102,-0.007547,0.015058,0.001624,0.032058,NUC
-0.002689,0.020642,0.007759,-0.011945,0.009919,0.014795,0.015075,-0.001233,NUC
0.054812,0.012501,0.00472,-0.017603,-0.017896,0.017208,-0.008379,-0.000067,NUC
0.003865,-0.072897,-0.025135,-0.00574,0.024417,0.062103,-0.021916,-0.023467,NUC
0.016875,-0.020374,0.024065,-0.011686,0.003417,0.004468,0.015558,-0.028539,POX
0.044055,0.046661,0.05158,-0.026943,-0.006004,0.013983,-0.020635,-0.028688,ME3
0.013069,0.01494,-0.051368,-0.021206,0.001303,-0.006411,0.018802,0.014009,MIT
0.018775,0.011061,0.005039,-0.007463,-0.003483,0.02567,0.009458,0.010244,CYT
0.015355,-0.006069,0.046125,-0.000669,-0.004665,0.014955,0.026185,-0.009721,NUC
0.025009,0.012242,0.019398,-0.017633,-0.001541,0.005347,0.006535,-0.016637,CYT
0.007336,0.056689,0.007224,-0.022878,0.013124,0.035034,-0.023746,-0.001614,VAC
0.005323,0.040698,-0.01251,-0.028988,0.015594,0.011142,-0.00988,-0.011397,VAC
-0.008509,0.024895,0.007566,-0.025939,0.017538,-0.022381,0.023176,-0.029655,VAC
0.010406,0.004755,-0.031249,-0.015713,0.011196,0.039,-0.013473,0.006782,CYT
0.018085,0.000531,-0.039928,-0.018321,0.004176,0.017658,0.000003,0.006403,CYT
0.027429,0.017758,-0.007156,-0.017268,-0.00014,0.031582,-0.012439,0.003189,CYT
0.014823,0.006426,-0.02201,-0.00917,-0.000922,0.024369,0.011324,0.018637,CYT
0.001537,0.007167,0.008016,-0.007504,0.008129,0.027517,0.011551,0.001894,CYT
-0.008265,-0.033352,-0.004371,-0.004617,0.020807,0.041369,0.00147,-0.013055,CYT
0.01843,-0.010061,0.009454,-0.000036,-0.008377,0.018024,0.028452,0.011551,NUC
-0.001954,-0.01601,-0.016633,-0.020028,0.012137,-0.027596,0.034777,-0.026133,NUC
0.012695,0.010707,0.017851,-0.010867,0.005825,0.032189,-0.002399,-0.006172,CYT
0.005343,0.030958,0.032914,-0.020358,0.018969,0.041933,-0.025143,-0.024455,CYT
0.00584,0.011519,-0.016939,-0.012926,0.010023,0.031304,-0.006448,0.004914,NUC
0.031517,-0.016961,0.002207,-0.000098,-0.011169,0.03648,0.008397,0.014208,NUC
0.002468,-0.002581,0.014765,-0.012179,0.006916,-0.004559,0.02801,-0.01762,NUC
0.03702,-0.043839,0.018303,-0.006259,-0.010103,0.005622,0.018809,-0.022082,NUC
-0.000509,-0.016517,0.02862,0.012205,-0.000512,0.039816,0.027991,0.01478,NUC
-0.006631,-0.000898,0.047647,-0.004403,0.019981,0.050967,-0.009802,-0.023157,NUC
-0.002719,-0.001082,0.033395,-0.006136,0.016271,0.044142,-0.00261,-0.015767,NUC
0.019377,0.013701,0.047245,-0.005187,-0.002468,0.031803,0.006245,-0.006312,NUC
0.041899,-0.014727,-0.016727,-0.009945,-0.0133,0.021402,0.004329,0.008831,NUC
0.010333,-0.022409,0.001255,0.002124,-0.002382,0.023388,0.025948,0.009697,NUC
0.072259,-0.096119,0.127546,-0.101412,0.122733,-0.040942,-0.015651,0.15059,NUC
-0.001341,-0.00607,-0.000652,-0.005738,0.009536,0.023449,0.013682,-0.000407,NUC
0.027701,-0.017758,0.043583,0.00547,-0.008939,0.044706,0.004922,-0.000708,NUC
-0.003006,0.002848,0.022836,-0.004398,0.008028,0.018663,0.020917,-0.005197,NUC
0.020469,0.015073,0.013719,-0.008303,-0.005246,0.020148,0.013323,0.007117,CYT
0.036192,0.023984,-0.01936,-0.010205,-0.02176,-0.002202,0.030053,0.031654,CYT
0.003184,0.021988,0.000725,-0.013055,0.004744,0.006065,0.020153,0.002852,CYT
0.023299,0.004695,-0.012816,-0.020748,0.001162,0.003241,0.004758,-0.010167,CYT
0.003283,-0.006857,0.019726,-0.020913,0.015706,-0.005246,0.01089,-0.041635,CYT
0.02486,-0.0221,0.016112,-0.031296,0.007016,-0.040283,0.015553,-0.065062,MIT
0.016341,-0.016239,-0.006808,-0.019086,-0.001179,-0.038955,0.037616,-0.026781,NUC
0.016854,0.011898,0.047852,-0.030396,0.021534,0.022731,-0.03367,-0.062843,ME2
0.005275,-0.022282,0.002231,-0.006841,0.013871,0.04505,-0.005947,-0.010222,CYT
0.010572,-0.009321,0.051365,-0.004296,-0.000256,0.002381,0.030276,-0.02369,CYT
0.057162,-0.004674,0.048076,-0.006991,-0.023425,0.016505,0.002797,-0.012983,ME3
0.006275,-0.04729,-0.032166,-0.004091,0.017367,0.06594,-0.018661,0.000284,CYT
0.028323,-0.008507,-0.014413,-0.008181,-0.008125,0.019369,0.012444,0.011248,CYT
0.009986,0.035178,0.012304,-0.008847,-0.003443,0.013385,0.022598,0.015974,CYT
