@relation 'yeast-weka.filters.unsupervised.attribute.Remove-R1_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M7-C'

@attribute -0.706mcg-0.597gvh-0.333mit+0.132alm+0.129nuc... numeric
@attribute -0.93mit+0.221mcg+0.218gvh-0.177alm+0.084vac... numeric
@attribute -0.974nuc+0.153alm-0.104gvh-0.087vac-0.086mit... numeric
@attribute 0.622alm+0.591mcg-0.475gvh+0.153nuc-0.093mit... numeric
@attribute -0.713alm-0.6gvh+0.319mcg+0.136vac+0.081mit... numeric
@attribute '-0.998pox-0.047vac-0.047nuc-0.014mit+0.01 alm...' numeric
@attribute '0.97 vac+0.18 alm+0.129erl-0.065nuc+0.046mit...' numeric
@attribute loc_site {MIT,NUC,CYT,ME1,EXC,ME2,ME3,VAC,POX,ERL}

@data
-0.160339,-0.310666,0.016727,-0.075831,0.00364,0.004518,0.01762,MIT
-0.056867,-0.162926,0.044168,-0.002054,0.024568,0.008414,0.002946,MIT
0.122973,0.080693,0.046212,0.164019,-0.031159,0.015707,-0.073285,NUC
0.099869,0.106969,-0.013051,0.125749,0.009094,0.007666,0.031206,NUC
0.009837,0.01989,-0.216032,0.087783,-0.134421,-0.003215,0.024316,NUC
-0.162592,0.045392,0.036462,0.0157,-0.006852,0.008147,0.047984,MIT
0.045093,-0.075528,0.063437,0.011706,0.007262,0.010602,-0.006947,MIT
-0.243689,-0.370627,0.011506,-0.012831,-0.000562,0.002677,0.066398,MIT
-0.21946,-0.1613,0.015325,-0.029581,0.030659,0.005022,0.043613,MIT
-0.026033,0.141685,0.076282,0.132618,0.009347,0.014127,0.003416,MIT
-0.100782,-0.121412,0.046257,0.020109,-0.017857,0.009662,-0.004076,MIT
-0.034567,-0.375431,0.040596,-0.031331,-0.034403,0.005006,0.037351,MIT
-0.015165,-0.113584,0.04673,-0.050813,-0.044124,0.007532,0.02559,MIT
0.006501,0.019901,0.057827,0.065469,0.105794,0.009146,0.045034,CYT
0.09878,0.106068,0.076121,0.032778,-0.032007,0.010214,0.057698,MIT
0.070564,-0.043296,-0.163389,0.063216,-0.041284,0.001893,-0.059497,NUC
0.189321,0.027413,0.079081,0.000302,0.057441,0.011687,-0.008489,NUC
0.011943,0.05558,0.054429,0.037974,0.168751,0.011367,-0.019621,CYT
0.023667,0.010354,0.063344,0.061096,0.055812,0.017217,0.036942,CYT
0.136749,0.038118,0.01454,0.01387,0.030848,0.008424,-0.001786,CYT
0.024213,0.059984,0.058843,-0.111728,-0.074825,0.0158,-0.139804,EXC
-0.077816,0.04486,-0.082009,0.037621,-0.02148,0.001424,0.063311,NUC
-0.075848,0.093768,0.050143,-0.048081,-0.111129,0.010936,-0.004421,EXC
-0.45692,0.053768,-0.010416,-0.077812,0.053903,0.011956,-0.121844,ME1
0.078549,0.04973,0.038004,-0.12662,0.183203,0.009206,-0.044409,ME3
-0.021477,0.089289,0.064808,-0.017849,-0.11021,0.013917,-0.049574,CYT
-0.09533,0.081114,0.023007,0.002095,-0.098637,0.016495,-0.155627,NUC
0.21872,-0.010537,0.103215,0.105732,0.043226,0.016383,-0.062556,NUC
-0.035209,-0.150635,0.049052,0.024696,0.019004,0.007252,0.046255,MIT
-0.137398,-0.155006,-0.010346,0.048123,0.027444,0.006085,0.009062,MIT
0.172772,0.069356,0.071438,-0.060465,0.038437,0.012071,-0.0358,CYT
0.048576,-0.169958,0.007561,-0.050569,-0.088263,0.00604,0.004178,MIT
0.164562,-0.064784,0.076935,-0.007456,-0.011567,0.010429,0.007463,NUC
0.047843,-0.1685,-0.079963,0.079772,0.075379,0.000263,0.055079,CYT
-0.207403,-0.183278,-0.082184,-0.072187,0.077698,0.001359,-0.013436,CYT
-0.235577,0.209169,0.048005,0.122587,-0.011168,0.012169,0.032201,ME2
-0.055214,-0.007071,-0.115617,-0.134072,0.028368,0.000174,-0.016131,NUC
-0.055796,-0.015331,-0.104914,-0.046704,-0.094906,0.001234,0.009464,NUC
-0.163229,-0.180747,-0.027845,-0.053886,-0.039003,0.002188,0.050281,MIT
-0.114747,-0.31296,-0.064104,-0.04107,-0.022573,-0.000604,0.048303,NUC
0.173659,-0.073264,-0.257543,-0.024056,-0.069243,-0.006805,-0.005536,NUC
0.15307,0.045534,0.093,-0.061207,-0.003159,0.007221,0.104834,NUC
0.185868,-0.127017,0.028945,0.120992,-0.065212,0.00803,0.036857,NUC
0.398033,-0.018114,0.044253,-0.064245,-0.209893,0.009584,-0.011748,NUC
0.075375,0.074387,-0.04022,-0.101517,-0.010652,0.003393,0.025281,NUC
0.041666,0.059577,0.058183,0.001345,-0.030457,0.005642,0.126688,CYT
0.087676,-0.031174,0.046343,-0.136489,0.001227,0.007422,0.00784,CYT
0.243982,-0.003905,0.001529,0.018004,0.074676,0.004996,0.048259,NUC
0.070112,0.059848,0.018804,0.033441,0.022306,0.008356,0.018043,CYT
0.144939,-0.051024,0.028859,-0.039636,-0.036455,0.006624,0.032508,NUC
0.195383,-0.132293,-0.268834,0.114875,0.079974,-0.008647,0.040573,NUC
0.232747,0.054836,-0.442764,0.019018,-0.116624,-0.015596,0.008212,NUC
0.219546,-0.055704,0.001476,0.111911,0.155516,0.009406,-0.042298,NUC
0.194295,0.053059,0.061976,0.119015,-0.012351,0.012135,0.007015,NUC
-0.308611,-0.130096,0.040144,0.259731,0.097986,0.00754,0.105837,NUC
0.153673,0.055763,0.005747,-0.091524,-0.144189,0.002084,0.122878,NUC
0.250018,-0.070915,0.083389,-0.024895,-0.002783,0.009441,0.028328,CYT
-0.275673,0.067067,-0.106902,0.081616,-0.030455,0.003525,0.008408,MIT
0.102512,0.094021,-0.18561,0.037616,-0.015486,-0.000548,-0.017536,NUC
0.11176,0.064264,0.085009,0.072172,0.107043,0.011632,0.026453,NUC
-0.231892,0.15686,0.036744,-0.032476,-0.126322,0.012801,-0.041999,NUC
0.073125,-0.238826,-0.353457,0.095441,-0.023747,-0.013171,0.031351,NUC
-0.280573,0.135372,0.063488,0.271938,0.035778,0.016327,-0.016075,NUC
-0.354257,-0.030292,-0.037022,0.205603,0.035086,0.012129,-0.088856,NUC
-0.147907,0.07335,0.01502,0.090135,0.083449,0.009098,0.017466,NUC
0.260334,-0.128864,-0.012215,-0.036878,-0.041093,0.00087,0.099905,NUC
-0.136051,0.316501,0.057632,0.072061,-0.031511,0.020706,0.018743,NUC
-0.382184,-0.18392,-0.095035,0.090038,0.142104,0.002834,-0.014528,ME2
0.145107,0.109582,0.061864,-0.054836,0.127908,0.01103,-0.022258,ME2
-0.276642,0.21618,0.015709,0.022223,0.084206,0.006082,0.097473,MIT
-0.093773,0.161996,0.017628,-0.159227,0.041958,0.005886,0.037246,MIT
-0.289673,-0.056885,-0.050438,0.156666,-0.114249,0.008123,-0.019201,MIT
0.086175,0.002513,0.071033,-0.005421,-0.076153,0.009701,0.038462,MIT
-0.024375,0.088705,0.083548,0.093326,-0.049128,0.020327,-0.148322,NUC
0.016543,0.030848,0.049921,-0.044946,0.038267,0.009409,0.003406,ME3
0.226287,0.116115,-0.340831,0.039206,-0.021747,-0.007808,-0.03969,NUC
0.242646,0.032758,-0.230036,-0.039119,-0.025626,-0.004091,-0.027764,NUC
0.245455,0.0396,0.087839,0.059274,0.074971,0.008381,0.096191,MIT
-0.296384,0.158069,0.012118,-0.016006,0.079832,0.008826,0.008152,ME2
0.17113,0.019186,0.136322,0.153073,0.084324,-0.816483,0.017721,POX
0.207263,0.028283,0.041099,-0.075088,-0.110574,0.009208,-0.004902,CYT
-0.006436,0.137023,-0.03877,0.210767,0.07907,0.014426,-0.130746,CYT
-0.106057,0.037835,-0.038719,0.077482,0.03145,0.00661,0.002509,NUC
-0.050646,-0.027541,0.051109,0.031711,0.039796,0.009728,0.01291,CYT
0.032064,0.084953,0.069974,0.026178,-0.033922,0.012376,-0.003656,POX
0.063665,-0.043027,0.070778,0.057692,-0.020033,0.008645,0.069628,POX
-0.264525,-0.15149,-0.017319,0.010616,0.052336,0.010115,-0.102629,POX
-0.00634,-0.02128,0.064964,0.03071,-0.053735,0.01149,-0.00292,POX
0.084238,0.026521,0.070996,0.044868,-0.054799,0.006168,0.138639,CYT
-0.009481,0.156003,0.040887,-0.072364,0.0996,0.009835,-0.009384,ME3
-0.179745,-0.224695,-0.018995,0.037294,0.004418,0.003988,0.035736,MIT
-0.154307,-0.411513,0.018585,-0.04704,0.0046,0.003318,0.03899,MIT
0.079262,0.075345,-0.013806,0.051515,-0.006592,0.008322,-0.010982,CYT
0.021996,-0.007177,0.067328,0.058151,-0.015373,0.009858,0.044345,CYT
0.063381,0.069122,-0.026195,0.006153,0.04493,0.00734,-0.022687,CYT
0.030999,0.068202,0.066593,0.035679,0.02081,0.011779,0.000875,CYT
-0.040509,0.17834,0.058326,0.00292,-0.057131,0.011039,0.027117,CYT
0.080044,0.143171,0.031807,-0.093188,-0.09278,0.008918,0.007574,CYT
-0.370098,0.115629,0.001098,-0.061248,-0.122535,0.010117,0.137964,ERL
0.220052,0.016263,-0.081119,-0.057284,0.046287,0.000886,0.026002,NUC
-0.118904,-0.166216,-0.116622,0.041452,0.111935,0.000775,-0.011298,NUC
0.112733,0.121039,-0.076427,-0.096007,0.054209,0.003497,-0.019881,ME3
0.189004,0.057687,0.090658,0.025712,-0.069845,0.011754,0.029601,NUC
-0.068579,-0.171946,0.040171,-0.04186,-0.101196,0.004526,0.087792,MIT
-0.413964,0.193822,-0.11702,-0.149896,-0.028543,0.001719,-0.005774,ME1
0.169862,0.050005,0.042472,-0.252739,0.10756,0.012177,-0.142804,VAC
0.02432,0.045832,0.056812,0.010506,0.04113,0.008701,0.0475,VAC
-0.395341,0.130606,-0.028383,0.062287,-0.136276,0.005869,0.070543,VAC
0.013122,-0.016705,0.042533,-0.064641,0.041406,0.006616,0.045187,VAC
0.189965,0.043161,0.085245,0.037376,0.015687,0.010718,0.039891,VAC
-0.100673,-0.015676,0.00945,0.158754,0.034322,0.006557,0.078571,NUC
0.03623,-0.251197,-0.043736,0.06605,0.127771,0.004136,-0.013797,MIT
-0.043425,-0.156421,-0.015555,-0.079304,0.001676,0.004308,0.004219,MIT
-0.274439,0.002518,-0.023273,0.051485,0.070482,0.009821,-0.06534,MIT
-0.194022,-0.083725,0.03876,-0.046943,-0.107537,0.014343,-0.124921,MIT
0.028361,-0.109277,-0.016218,0.058924,-0.02821,0.003725,0.06774,MIT
0.33785,-0.058025,0.010985,0.031926,-0.017758,0.005023,0.059779,MIT
-0.012962,0.040414,0.075311,0.123365,0.000285,0.013248,0.00279,MIT
-0.036931,-0.077438,0.069023,-0.038847,-0.000635,-0.490897,-0.004253,MIT
-0.226765,-0.286331,-0.062736,-0.027456,0.020536,0.004141,-0.052469,MIT
-0.029585,0.00409,0.065474,0.032737,-0.122895,0.010461,0.034294,MIT
-0.022652,0.070995,0.000033,0.051294,0.024466,0.008404,0.00409,CYT
-0.054451,-0.01397,0.006702,0.094074,0.090186,0.008823,-0.004346,CYT
0.121062,0.09398,-0.011242,0.024177,0.031643,0.011245,0.086291,CYT
0.072893,0.065578,0.091139,0.060313,-0.096055,0.018067,-0.099024,CYT
0.120968,-0.018171,-0.205045,0.029032,-0.08172,0.002624,-0.132279,NUC
0.059109,0.005736,0.065604,0.00719,-0.00714,0.010212,0.018506,CYT
0.074039,0.053347,0.059093,0.004951,0.065153,0.00746,0.074911,CYT
0.098446,0.038305,0.066275,-0.006155,-0.007136,0.008217,0.066213,CYT
0.273749,0.019955,0.08399,-0.036831,-0.017095,0.007688,0.082775,CYT
0.043163,-0.032448,0.076378,0.05299,-0.043513,0.013758,-0.039714,NUC
-0.307619,0.083398,-0.023206,0.034566,-0.053438,0.008274,-0.007059,EXC
-0.307396,0.082557,-0.022337,0.035376,-0.054801,0.008744,-0.016763,EXC
0.048226,0.110058,0.05494,-0.115554,-0.126038,0.008633,0.034711,CYT
-0.331439,0.112039,0.02271,0.033284,-0.026219,0.010511,0.000363,EXC
0.109795,-0.005449,0.048741,0.045522,-0.022411,0.009901,0.014279,NUC
-0.321362,0.094321,0.025781,0.024583,-0.069707,0.010713,-0.002457,EXC
-0.111151,0.056389,-0.22505,-0.281697,-0.123835,-0.006024,-0.024251,ME3
-0.023423,0.106277,-0.044321,-0.034788,0.030536,0.004942,0.009367,NUC
0.123854,0.053704,-0.031614,-0.119725,0.07967,0.004306,-0.004963,ME3
0.190449,0.061503,0.088743,0.032316,0.008381,0.013192,-0.011347,NUC
0.25818,0.013303,-0.021949,-0.111019,0.172798,0.002932,0.021109,ME3
-0.019379,-0.244489,0.006778,0.06069,0.014438,0.006589,0.003885,NUC
-0.233977,-0.288717,-0.144576,-0.011212,-0.021482,-0.002827,0.017919,MIT
0.125672,0.02245,-0.195522,0.008206,0.077067,-0.002444,-0.016574,NUC
-0.157599,-0.473101,-0.126286,-0.054275,-0.016983,-0.005011,0.043458,MIT
-0.365947,0.086105,0.035003,0.036189,-0.106492,0.018583,-0.167983,EXC
-0.306986,0.038786,0.047846,0.06089,-0.087751,0.021397,-0.222475,EXC
-0.332991,0.085334,0.040174,0.060031,-0.075955,0.018592,-0.158739,EXC
-0.041008,0.044297,0.047031,-0.075105,-0.075252,0.009946,-0.006645,ME3
-0.326525,0.117299,0.016926,0.02614,0.02756,0.009001,0.021924,ME1
-0.085255,-0.015464,-0.197553,-0.161781,0.074583,-0.003619,-0.042319,ME3
0.154826,0.113955,-0.135,-0.26212,0.017894,-0.00165,-0.021998,ME3
0.148461,0.070059,-0.039018,-0.1001,0.146819,0.004796,-0.024124,VAC
-0.024063,0.066898,0.0585,0.04163,-0.011202,0.008919,0.064407,CYT
-0.518962,0.049148,-0.005359,0.018115,0.170124,0.017751,-0.231732,ME2
-0.541316,0.02551,-0.008726,0.036358,0.170127,0.015827,-0.188616,ME2
0.095074,0.053794,-0.136908,-0.082413,0.130547,-0.001642,0.011109,ME3
0.084982,0.07721,-0.056359,-0.174777,0.108033,0.002974,-0.018572,ME3
0.147387,0.089998,-0.025966,-0.036713,-0.047181,0.006366,-0.003178,NUC
0.097406,0.06892,-0.003665,-0.144523,0.026269,0.006019,-0.009224,ME3
0.148488,-0.028536,0.00031,-0.220129,0.032291,0.005151,-0.026341,ME3
0.033774,0.049763,0.060541,0.008761,0.000567,0.008817,0.05313,NUC
0.204042,0.031963,0.024687,0.003933,-0.015595,0.008506,0.006883,NUC
-0.001135,0.131689,-0.048412,0.016946,-0.006088,0.007127,-0.023906,NUC
0.118441,-0.028276,-0.108328,-0.051808,-0.035089,0.000094,0.016155,NUC
0.253094,-0.050403,0.01463,-0.092462,-0.016445,0.006046,0.006603,NUC
-0.078278,0.164012,0.04313,-0.083903,-0.15322,0.007075,0.082653,NUC
-0.035364,0.00606,0.011193,0.069231,-0.019157,0.007495,0.03805,NUC
0.066611,0.10863,0.016003,-0.120634,0.015881,0.00642,0.022068,NUC
0.048642,0.011675,0.087611,0.056073,-0.021366,0.021766,-0.206958,NUC
0.063655,-0.128451,0.058787,0.009217,0.088944,0.009854,-0.013677,POX
-0.153259,0.140369,0.016593,-0.041477,0.150599,0.004901,0.082847,ME3
-0.055898,-0.073616,0.045724,-0.084919,-0.161902,0.007936,0.02421,MIT
0.093047,0.081895,0.022053,0.010757,-0.025123,0.008403,0.021634,CYT
0.198166,-0.036205,0.031538,0.062532,0.10138,0.007565,0.032402,NUC
-0.017977,-0.019722,0.044182,-0.024226,0.055654,0.007586,0.036048,CYT
-0.234272,0.23047,-0.143143,0.070342,-0.030176,0.001187,0.041596,VAC
-0.274394,0.051761,0.023283,0.001763,-0.046634,0.008089,0.037622,VAC
-0.208664,-0.193958,0.025671,0.035862,0.021237,0.005317,0.06437,VAC
-0.07349,0.121995,0.010368,0.004931,-0.105071,0.011536,-0.047419,CYT
-0.040638,0.016079,0.053176,-0.060321,-0.115412,0.011302,-0.027291,CYT
-0.044534,0.142111,0.050909,-0.035853,-0.034467,0.010814,0.003006,CYT
0.07123,0.059187,0.072065,-0.017647,-0.097976,0.011562,0.004923,CYT
0.030932,0.04077,0.072507,0.064907,-0.013207,0.011986,0.010804,CYT
0.039984,-0.010599,0.024681,0.105641,-0.015299,0.014182,-0.096555,CYT
0.234004,-0.015997,0.088288,0.005668,-0.008587,0.011048,0.016784,NUC
-0.05076,-0.307595,0.043514,-0.016869,-0.02236,0.0074,0.000533,NUC
-0.00222,0.094103,0.023296,0.049849,0.026307,0.00974,0.004358,CYT
-0.216331,0.169973,0.039654,0.092526,0.08054,0.011576,0.010241,CYT
-0.039485,0.103097,-0.174975,0.05455,-0.086113,0.001347,-0.030105,NUC
0.246542,0.091417,0.030794,-0.017332,-0.020669,0.010441,-0.02802,NUC
0.022914,-0.151272,0.058243,0.034152,0.035082,0.008529,0.026948,NUC
0.229696,-0.140944,0.071991,-0.058486,0.086866,0.01058,-0.042802,NUC
0.316501,0.054635,-0.101953,0.146344,0.006643,0.004513,-0.015554,NUC
-0.011651,0.119244,-0.072371,0.184598,0.104738,0.008065,-0.036903,NUC
-0.004621,0.085282,0.074045,0.127306,0.071991,0.014256,-0.02058,NUC
0.096304,0.104558,0.071282,0.060317,0.098923,0.010454,0.041696,NUC
0.161549,0.038596,0.068639,-0.101165,-0.04555,0.011087,-0.025519,NUC
0.240046,-0.028036,-0.003585,0.041594,-0.031627,0.008419,-0.02482,NUC
0.353106,0.010453,-0.176889,0.103398,0.069626,0.002838,0.075293,NUC
0.067382,-0.006426,-0.080968,0.08128,-0.036467,0.005243,-0.024078,NUC
0.285145,0.122277,-0.100673,0.07393,0.086141,0.00442,-0.028689,NUC
0.077104,-0.020228,-0.032297,0.103566,0.022945,0.006042,0.015969,NUC
0.090118,0.061414,0.06783,0.002928,0.002015,0.009538,0.043409,CYT
0.170883,0.015491,0.065014,-0.111713,-0.103804,0.006107,0.084609,CYT
-0.012932,-0.020583,0.0085,0.032255,-0.038097,0.006191,0.050364,CYT
-0.049708,-0.045467,0.041928,-0.060819,-0.026281,0.008509,0.005033,CYT
-0.115315,-0.172168,0.037615,0.033324,0.085872,0.008584,-0.003803,CYT
-0.132643,-0.352393,0.010627,-0.081298,0.132838,0.004284,-0.006822,MIT
0.042951,-0.319569,-0.116868,-0.054282,0.00414,-0.00246,0.012923,NUC
-0.301928,0.032401,0.012916,0.049401,0.187641,0.00959,-0.020776,ME2
0.034334,0.057976,0.077451,0.06525,0.004835,0.015902,-0.073491,CYT
0.147078,-0.123146,0.031668,0.068022,0.132917,0.006844,0.034808,CYT
0.231309,0.062204,-0.074876,-0.057961,0.134577,0.001387,0.020889,ME3
0.069024,0.110031,0.091588,0.04437,-0.080415,0.020628,-0.156924,CYT
0.144742,0.018233,0.072639,-0.056476,-0.055521,0.011079,-0.008707,CYT
0.052088,0.061596,0.065931,0.027131,-0.028668,0.007996,0.088878,CYT
-0.205524,-0.14576,0.018092,-0.032834,0.024486,0.005685,0.033333,MIT
-0.041721,-0.153483,0.038344,-0.062768,-0.021259,0.006238,0.033637,MIT
0.125743,-0.252987,-0.044362,-0.152009,0.077379,-0.000478,0.028267,NUC
-0.1037,0.055031,0.02305,-0.082155,0.134115,0.008477,-0.020244,ME3
0.082016,-0.005579,-0.021733,0.018022,0.022362,0.007188,-0.021419,CYT
0.098905,0.02364,-0.051796,-0.007409,-0.008461,0.005264,-0.014023,CYT
-0.113312,0.035064,0.047006,0.037171,0.004733,0.009944,0.020894,CYT
-0.090371,-0.009613,0.036408,-0.061826,-0.070724,0.006063,0.067074,MIT
-0.012244,-0.146266,0.049577,0.016919,0.020542,0.006332,0.065884,MIT
-0.072283,0.135614,0.070131,0.124426,-0.039123,0.012419,0.038514,MIT
-0.081031,0.115492,0.054845,0.016766,-0.066691,0.010822,0.023543,MIT
0.227449,-0.022318,0.099562,0.076107,0.004496,0.013972,-0.01832,MIT
-0.176409,0.011242,0.033694,0.04073,0.091625,0.009804,-0.001516,MIT
0.280228,0.024912,-0.08407,-0.105579,-0.021893,0.001399,0.001524,NUC
0.031953,0.101404,0.045801,0.150032,0.061489,0.015313,-0.070935,NUC
0.35189,0.054615,0.07132,0.166965,0.091855,0.011978,0.021568,NUC
0.249191,-0.211703,-0.307814,0.044932,0.059173,-0.008399,-0.048642,NUC
0.011549,0.079893,-0.090702,0.042561,-0.083721,0.004121,-0.000188,NUC
0.153258,-0.019948,-0.193228,0.021792,-0.043559,-0.002951,0.005556,NUC
0.086095,0.045743,0.072715,-0.011365,-0.039567,0.012863,-0.031284,NUC
0.094237,0.072092,0.022564,0.014422,0.033515,0.011044,-0.045826,NUC
0.000239,0.059174,0.059864,0.014036,-0.000192,0.010753,0.011495,NUC
0.366161,0.026255,-0.531104,0.114616,0.013102,-0.018595,-0.024232,NUC
0.196519,0.091933,-0.298859,-0.011202,-0.068315,-0.006501,-0.03224,NUC
-0.002521,-0.028838,0.018788,-0.060904,-0.029843,0.007861,-0.006981,NUC
-0.05494,0.126724,0.059048,0.007749,-0.06565,0.012298,-0.007609,NUC
0.205465,-0.095223,-0.008867,-0.022707,-0.03656,0.006878,-0.024899,NUC
0.079069,-0.111068,0.002198,0.001342,0.029352,0.006619,-0.002368,NUC
-0.04852,0.175182,0.069254,0.106689,0.015665,0.013543,0.006458,NUC
0.066106,-0.026018,-0.032435,-0.017285,-0.089422,0.005947,-0.00864,NUC
-0.007641,-0.16044,0.004909,0.038491,-0.03177,0.003653,0.082143,NUC
0.060401,-0.022974,-0.424183,0.066703,-0.031004,-0.014068,-0.005576,NUC
0.087414,0.0257,-0.156946,-0.029583,-0.060375,-0.001444,0.011517,NUC
-0.019602,0.063246,-0.336023,0.005658,-0.08701,-0.009254,-0.004286,NUC
-0.136363,-0.236232,-0.007261,0.043614,0.066692,0.004059,0.04102,CYT
0.037208,0.093381,0.053619,-0.106898,-0.094516,0.009412,0.011934,CYT
0.002762,0.097805,-0.10351,0.052788,-0.040966,0.003453,0.001981,NUC
-0.004588,0.145387,0.078104,0.11646,0.018328,0.015359,-0.029082,CYT
-0.116007,0.107648,0.065331,0.100082,-0.019483,0.016107,-0.066388,CYT
-0.025244,-0.109145,-0.024042,0.054058,0.013538,0.005234,0.01913,NUC
-0.015854,-0.350192,0.022186,-0.097601,0.11178,0.002655,0.038961,MIT
0.124901,0.088252,-0.004589,0.223061,0.048705,0.011401,-0.023959,NUC
-0.106245,0.010286,0.041375,-0.091516,-0.108979,0.011837,-0.063258,NUC
0.177215,0.032812,0.090236,0.077582,0.041784,0.013039,0.000175,NUC
0.102475,0.029077,0.020715,0.021069,-0.02879,0.012571,-0.083594,NUC
-0.027891,0.118195,-0.105069,0.057369,-0.039811,0.004592,-0.020704,NUC
-0.03242,0.185991,0.031367,-0.171978,-0.036129,0.00771,0.017235,ME3
0.159684,-0.060606,-0.210932,-0.050914,-0.087567,-0.004628,-0.002398,NUC
0.148815,-0.082496,0.075562,-0.021621,-0.040975,0.010883,-0.008887,NUC
0.139486,0.104337,0.092154,0.076457,-0.027441,0.014328,-0.00754,NUC
-0.038445,0.041459,0.066865,0.08052,-0.038532,0.01157,0.023335,NUC
0.074901,0.04769,-0.037763,0.035068,-0.028392,0.005791,0.010977,NUC
0.058205,-0.017241,0.048241,-0.142145,-0.093518,0.007529,0.018542,NUC
0.001951,-0.005632,0.072627,0.096008,-0.009211,0.012288,0.005975,NUC
-0.031403,0.089879,-0.021101,-0.234155,-0.013956,0.00437,-0.007523,NUC
0.228542,-0.135741,0.050221,0.143858,0.083842,0.010638,-0.0082,NUC
-0.074157,-0.03732,-0.054977,0.054356,0.059623,0.009474,-0.10865,CYT
-0.098986,-0.06513,0.049279,0.097972,0.08893,0.009199,0.033694,CYT
0.198731,-0.025921,-0.284076,-0.035374,0.036641,-0.00887,0.003538,NUC
-0.004484,-0.191247,0.076219,0.152407,0.001078,0.011839,0.005158,MIT
0.074359,-0.019678,0.06609,-0.001746,0.025223,0.011612,-0.024466,MIT
-0.090187,-0.225749,0.023952,-0.079538,0.016532,0.003894,0.051075,MIT
0.047539,-0.018118,0.069676,0.012482,-0.059295,0.011434,-0.00214,NUC
0.060993,0.131751,0.056587,-0.042954,-0.021592,0.006771,0.095742,CYT
-0.154844,-0.168357,0.006884,-0.109564,0.161454,0.006414,-0.039961,NUC
0.051241,0.023229,0.054589,-0.117461,-0.092659,0.010274,-0.023121,NUC
0.02838,-0.087097,0.020246,0.006319,0.014674,0.009221,-0.03199,NUC
0.075799,-0.166462,-0.014901,0.161849,-0.02861,0.011793,-0.099638,NUC
0.137116,0.003689,-0.007356,0.098338,-0.112143,0.012713,-0.095792,NUC
0.154194,-0.060148,0.086833,0.029465,-0.047331,0.013445,-0.03498,CYT
0.152885,-0.059276,0.086815,0.039315,-0.036785,0.013137,-0.025616,CYT
-0.013074,0.121201,0.038735,0.044159,-0.067881,0.011043,0.005431,CYT
0.014961,-0.058624,0.175788,-0.009518,-0.059431,0.017796,-0.031963,CYT
0.014961,-0.058624,0.175788,-0.009518,-0.059431,0.017796,-0.031963,CYT
-0.036698,-0.112522,0.081912,0.150836,0.061866,0.014462,-0.040701,CYT
-0.036698,-0.112522,0.081912,0.150836,0.061866,0.014462,-0.040701,CYT
0.107777,-0.173291,0.138896,0.045768,0.052187,0.017783,-0.094519,CYT
0.107777,-0.173291,0.138896,0.045768,0.052187,0.017783,-0.094519,CYT
0.086413,0.026525,0.086465,0.107998,0.00643,0.014112,-0.014823,CYT
-0.106272,0.217959,0.064314,0.14246,0.044749,0.01302,0.030141,NUC
0.163189,-0.068719,0.004727,-0.023912,-0.019536,0.007535,-0.019311,NUC
0.015568,0.108717,-0.056682,0.086368,-0.017788,0.006634,-0.00491,NUC
0.016023,-0.006216,-0.005935,0.05663,0.154739,0.006563,0.014076,NUC
-0.036087,-0.004556,0.06922,0.104146,-0.043312,0.010954,0.040277,NUC
0.075896,0.033382,0.078862,0.083953,-0.059763,0.008746,0.101954,NUC
0.147793,0.032039,-0.016991,-0.093838,-0.025074,0.005654,-0.004986,NUC
-0.043515,0.089559,0.060919,0.020171,-0.067299,0.011631,0.007412,NUC
0.09854,-0.212853,-0.224637,0.009877,-0.04455,-0.004884,-0.023272,NUC
0.236641,0.039247,0.102315,0.085801,0.02625,0.014898,-0.025349,NUC
0.318875,0.019544,0.097158,-0.011496,-0.001459,0.011507,0.014269,NUC
0.013845,-0.004037,0.066487,0.058659,-0.006422,0.010325,0.032499,NUC
0.049318,-0.005318,0.06663,-0.009683,-0.055034,0.011217,-0.005864,NUC
0.103281,-0.101054,0.059283,-0.10064,-0.020686,0.011434,-0.069659,NUC
-0.020289,-0.007423,0.075861,0.050989,-0.136291,0.01486,-0.05124,NUC
-0.019127,-0.095834,-0.099096,-0.054908,-0.005246,0.000605,0.004978,NUC
0.114942,0.024148,0.0808,-0.064686,-0.235305,0.0121,-0.005578,NUC
0.030981,0.029216,-0.028318,0.155802,-0.004364,0.000014,0.190802,NUC
0.158987,0.065625,0.077754,-0.03134,-0.039852,0.011655,-0.001968,NUC
0.160643,-0.037973,0.073441,0.000702,0.01312,0.008525,0.052587,NUC
0.134349,0.010699,-0.041464,-0.03835,-0.075487,0.002533,0.05624,NUC
0.249711,0.027722,-0.04044,-0.058724,-0.018418,0.004106,0.007842,NUC
0.245728,0.035477,0.042629,0.025299,0.074506,0.006221,0.07961,NUC
0.172496,-0.21408,-0.143753,-0.009538,0.065999,-0.001112,-0.030584,CYT
0.171063,-0.01712,0.094746,0.185061,-0.090101,0.021732,-0.160678,CYT
0.171063,-0.01712,0.094746,0.185061,-0.090101,0.021732,-0.160678,CYT
-0.036279,-0.053672,0.178427,0.068332,0.047697,0.022066,-0.112518,CYT
-0.036279,-0.053672,0.178427,0.068332,0.047697,0.022066,-0.112518,CYT
